type,key,pattern,result,ingredients
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:red_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:red_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:red_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:red_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:red_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:red_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:red_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:red_terracotta'}",
minecraft:crafting_special_repairitem,,,,
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:redstone_torch'}, 'I': {'item': 'minecraft:stone'}, 'X': {'item': 'minecraft:redstone'}}","['#X#', 'III']",{'item': 'minecraft:repeater'},
minecraft:crafting_shaped,"{'G': {'item': 'minecraft:glowstone'}, 'O': {'item': 'minecraft:crying_obsidian'}}","['OOO', 'GGG', 'OOO']",{'item': 'minecraft:respawn_anchor'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:netherrack'}, 'S': {'item': 'minecraft:rib_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:rib_armor_trim_smithing_template'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:sand'}},"['##', '##']",{'item': 'minecraft:sandstone'},
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:sandstone'}, {'item': 'minecraft:chiseled_sandstone'}]}",['###'],"{'count': 6, 'item': 'minecraft:sandstone_slab'}",
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:sandstone'}, {'item': 'minecraft:chiseled_sandstone'}, {'item': 'minecraft:cut_sandstone'}]}","['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:sandstone_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:sandstone'}},"['###', '###']","{'count': 6, 'item': 'minecraft:sandstone_wall'}",
minecraft:crafting_shaped,"{'I': {'item': 'minecraft:bamboo'}, '~': {'item': 'minecraft:string'}}","['I~I', 'I I', 'I I']","{'count': 6, 'item': 'minecraft:scaffolding'}",
minecraft:crafting_shaped,"{'C': {'item': 'minecraft:prismarine_crystals'}, 'S': {'item': 'minecraft:prismarine_shard'}}","['SCS', 'CCC', 'SCS']",{'item': 'minecraft:sea_lantern'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:cobblestone'}, 'S': {'item': 'minecraft:sentry_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:sentry_armor_trim_smithing_template'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:terracotta'}, 'S': {'item': 'minecraft:shaper_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:shaper_armor_trim_smithing_template'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:iron_ingot'}},"[' #', '# ']",{'item': 'minecraft:shears'},
minecraft:crafting_shaped,"{'W': {'tag': 'minecraft:planks'}, 'o': {'item': 'minecraft:iron_ingot'}}","['WoW', 'WWW', ' W ']",{'item': 'minecraft:shield'},
minecraft:crafting_special_shielddecoration,,,,
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:chest'}, '-': {'item': 'minecraft:shulker_shell'}}","['-', '#', '-']",{'item': 'minecraft:shulker_box'},
minecraft:crafting_special_shulkerboxcoloring,,,,
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:cobbled_deepslate'}, 'S': {'item': 'minecraft:silence_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:silence_armor_trim_smithing_template'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:skull_banner_pattern'},"[{'item': 'minecraft:paper'}, {'item': 'minecraft:wither_skeleton_skull'}]"
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:slime_ball'}",[{'item': 'minecraft:slime_block'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:slime_ball'}},"['###', '###', '###']",{'item': 'minecraft:slime_block'},
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:planks'}, '@': {'item': 'minecraft:iron_ingot'}}","['@@', '##', '##']",{'item': 'minecraft:smithing_table'},
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:logs'}, 'X': {'item': 'minecraft:furnace'}}","[' # ', '#X#', ' # ']",{'item': 'minecraft:smoker'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:smooth_quartz'}},['###'],"{'count': 6, 'item': 'minecraft:smooth_quartz_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:smooth_quartz'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:smooth_quartz_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:smooth_red_sandstone'}},['###'],"{'count': 6, 'item': 'minecraft:smooth_red_sandstone_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:smooth_red_sandstone'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:smooth_red_sandstone_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:smooth_sandstone'}},['###'],"{'count': 6, 'item': 'minecraft:smooth_sandstone_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:smooth_sandstone'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:smooth_sandstone_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:smooth_stone'}},['###'],"{'count': 6, 'item': 'minecraft:smooth_stone_slab'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:blackstone'}, 'S': {'item': 'minecraft:snout_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:snout_armor_trim_smithing_template'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:snow_block'}},['###'],"{'count': 6, 'item': 'minecraft:snow'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:snowball'}},"['##', '##']",{'item': 'minecraft:snow_block'},
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:soul_fire_base_blocks'}, 'L': {'tag': 'minecraft:logs'}, 'S': {'item': 'minecraft:stick'}}","[' S ', 'S#S', 'LLL']",{'item': 'minecraft:soul_campfire'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:soul_torch'}, 'X': {'item': 'minecraft:iron_nugget'}}","['XXX', 'X#X', 'XXX']",{'item': 'minecraft:soul_lantern'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'S': {'tag': 'minecraft:soul_fire_base_blocks'}, 'X': [{'item': 'minecraft:coal'}, {'item': 'minecraft:charcoal'}]}","['X', '#', 'S']","{'count': 4, 'item': 'minecraft:soul_torch'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glowstone_dust'}, 'X': {'item': 'minecraft:arrow'}}","[' # ', '#X#', ' # ']","{'count': 2, 'item': 'minecraft:spectral_arrow'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:purpur_block'}, 'S': {'item': 'minecraft:spire_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:spire_armor_trim_smithing_template'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:spruce_planks'}},"['# #', '###']",{'item': 'minecraft:spruce_boat'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:spruce_button'},[{'item': 'minecraft:spruce_planks'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:spruce_chest_boat'},"[{'item': 'minecraft:chest'}, {'item': 'minecraft:spruce_boat'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:spruce_planks'}},"['##', '##', '##']","{'count': 3, 'item': 'minecraft:spruce_door'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:spruce_planks'}}","['W#W', 'W#W']","{'count': 3, 'item': 'minecraft:spruce_fence'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:spruce_planks'}}","['#W#', '#W#']",{'item': 'minecraft:spruce_fence_gate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stripped_spruce_log'}, 'X': {'item': 'minecraft:chain'}}","['X X', '###', '###']","{'count': 6, 'item': 'minecraft:spruce_hanging_sign'}",
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:spruce_planks'}",[{'tag': 'minecraft:spruce_logs'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:spruce_planks'}},['##'],{'item': 'minecraft:spruce_pressure_plate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:spruce_planks'}, 'X': {'item': 'minecraft:stick'}}","['###', '###', ' X ']","{'count': 3, 'item': 'minecraft:spruce_sign'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:spruce_planks'}},['###'],"{'count': 6, 'item': 'minecraft:spruce_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:spruce_planks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:spruce_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:spruce_planks'}},"['###', '###']","{'count': 2, 'item': 'minecraft:spruce_trapdoor'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:spruce_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:spruce_wood'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:amethyst_shard'}, 'X': {'item': 'minecraft:copper_ingot'}}","[' # ', ' X ', ' X ']",{'item': 'minecraft:spyglass'},
minecraft:crafting_shaped,{'#': {'tag': 'minecraft:planks'}},"['#', '#']","{'count': 4, 'item': 'minecraft:stick'}",
minecraft:crafting_shaped,"{'P': {'item': 'minecraft:piston'}, 'S': {'item': 'minecraft:slime_ball'}}","['S', 'P']",{'item': 'minecraft:sticky_piston'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:bamboo'}},"['#', '#']",{'item': 'minecraft:stick'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stone'}, 'I': {'item': 'minecraft:iron_ingot'}}","[' I ', '###']",{'item': 'minecraft:stonecutter'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:stone_tool_materials'}}","['XX', 'X#', ' #']",{'item': 'minecraft:stone_axe'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stone'}},"['##', '##']","{'count': 4, 'item': 'minecraft:stone_bricks'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stone_bricks'}},['###'],"{'count': 6, 'item': 'minecraft:stone_brick_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stone_bricks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:stone_brick_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stone_bricks'}},"['###', '###']","{'count': 6, 'item': 'minecraft:stone_brick_wall'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:stone_button'},[{'item': 'minecraft:stone'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:stone_tool_materials'}}","['XX', ' #', ' #']",{'item': 'minecraft:stone_hoe'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:stone_tool_materials'}}","['XXX', ' # ', ' # ']",{'item': 'minecraft:stone_pickaxe'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stone'}},['##'],{'item': 'minecraft:stone_pressure_plate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:stone_tool_materials'}}","['X', '#', '#']",{'item': 'minecraft:stone_shovel'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stone'}},['###'],"{'count': 6, 'item': 'minecraft:stone_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stone'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:stone_stairs'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:stone_tool_materials'}}","['X', 'X', '#']",{'item': 'minecraft:stone_sword'},
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_acacia_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_acacia_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_birch_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_birch_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_cherry_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_cherry_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_crimson_stem'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_crimson_hyphae'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_dark_oak_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_dark_oak_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_jungle_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_jungle_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_mangrove_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_mangrove_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_oak_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_oak_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_spruce_log'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_spruce_wood'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:stripped_warped_stem'}},"['##', '##']","{'count': 3, 'item': 'minecraft:stripped_warped_hyphae'}",
minecraft:crafting_shapeless,,,"{'count': 3, 'item': 'minecraft:sugar'}",[{'item': 'minecraft:honey_bottle'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:sugar'},[{'item': 'minecraft:sugar_cane'}]
minecraft:crafting_special_suspiciousstew,,,,
minecraft:crafting_shaped,"{'H': {'item': 'minecraft:hay_block'}, 'R': {'item': 'minecraft:redstone'}}","[' R ', 'RHR', ' R ']",{'item': 'minecraft:target'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:prismarine'}, 'S': {'item': 'minecraft:tide_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:tide_armor_trim_smithing_template'}",
minecraft:crafting_shaped,"{'G': {'item': 'minecraft:glass'}, 'S': {'item': 'minecraft:amethyst_shard'}}","[' S ', 'SGS', ' S ']","{'count': 2, 'item': 'minecraft:tinted_glass'}",
minecraft:crafting_special_tippedarrow,,,,
minecraft:crafting_shaped,"{'#': [{'item': 'minecraft:sand'}, {'item': 'minecraft:red_sand'}], 'X': {'item': 'minecraft:gunpowder'}}","['X#X', '#X#', 'X#X']",{'item': 'minecraft:tnt'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:tnt_minecart'},"[{'item': 'minecraft:tnt'}, {'item': 'minecraft:minecart'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': [{'item': 'minecraft:coal'}, {'item': 'minecraft:charcoal'}]}","['X', '#']","{'count': 4, 'item': 'minecraft:torch'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:trapped_chest'},"[{'item': 'minecraft:chest'}, {'item': 'minecraft:tripwire_hook'}]"
minecraft:crafting_shaped,"{'#': {'tag': 'minecraft:planks'}, 'I': {'item': 'minecraft:iron_ingot'}, 'S': {'item': 'minecraft:stick'}}","['I', 'S', '#']","{'count': 2, 'item': 'minecraft:tripwire_hook'}",
minecraft:crafting_shaped,{'X': {'item': 'minecraft:scute'}},"['XXX', 'X X']",{'item': 'minecraft:turtle_helmet'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:cobblestone'}, 'S': {'item': 'minecraft:vex_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:vex_armor_trim_smithing_template'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:cobbled_deepslate'}, 'S': {'item': 'minecraft:ward_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:ward_armor_trim_smithing_template'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:warped_button'},[{'item': 'minecraft:warped_planks'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:warped_planks'}},"['##', '##', '##']","{'count': 3, 'item': 'minecraft:warped_door'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:warped_planks'}}","['W#W', 'W#W']","{'count': 3, 'item': 'minecraft:warped_fence'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'W': {'item': 'minecraft:warped_planks'}}","['#W#', '#W#']",{'item': 'minecraft:warped_fence_gate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:fishing_rod'}, 'X': {'item': 'minecraft:warped_fungus'}}","['# ', ' X']",{'item': 'minecraft:warped_fungus_on_a_stick'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stripped_warped_stem'}, 'X': {'item': 'minecraft:chain'}}","['X X', '###', '###']","{'count': 6, 'item': 'minecraft:warped_hanging_sign'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:warped_stem'}},"['##', '##']","{'count': 3, 'item': 'minecraft:warped_hyphae'}",
minecraft:crafting_shapeless,,,"{'count': 4, 'item': 'minecraft:warped_planks'}",[{'tag': 'minecraft:warped_stems'}]
minecraft:crafting_shaped,{'#': {'item': 'minecraft:warped_planks'}},['##'],{'item': 'minecraft:warped_pressure_plate'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:warped_planks'}, 'X': {'item': 'minecraft:stick'}}","['###', '###', ' X ']","{'count': 3, 'item': 'minecraft:warped_sign'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:warped_planks'}},['###'],"{'count': 6, 'item': 'minecraft:warped_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:warped_planks'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:warped_stairs'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:warped_planks'}},"['###', '###']","{'count': 2, 'item': 'minecraft:warped_trapdoor'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_copper_block'},"[{'item': 'minecraft:copper_block'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_copper_block'}},"['##', '##']","{'count': 4, 'item': 'minecraft:waxed_cut_copper'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_cut_copper'},"[{'item': 'minecraft:cut_copper'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_cut_copper'}},['###'],"{'count': 6, 'item': 'minecraft:waxed_cut_copper_slab'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_cut_copper_slab'},"[{'item': 'minecraft:cut_copper_slab'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_cut_copper'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:waxed_cut_copper_stairs'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_cut_copper_stairs'},"[{'item': 'minecraft:cut_copper_stairs'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_exposed_copper'},"[{'item': 'minecraft:exposed_copper'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_exposed_copper'}},"['##', '##']","{'count': 4, 'item': 'minecraft:waxed_exposed_cut_copper'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_exposed_cut_copper'},"[{'item': 'minecraft:exposed_cut_copper'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_exposed_cut_copper'}},['###'],"{'count': 6, 'item': 'minecraft:waxed_exposed_cut_copper_slab'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_exposed_cut_copper_slab'},"[{'item': 'minecraft:exposed_cut_copper_slab'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_exposed_cut_copper'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:waxed_exposed_cut_copper_stairs'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_exposed_cut_copper_stairs'},"[{'item': 'minecraft:exposed_cut_copper_stairs'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_oxidized_copper'},"[{'item': 'minecraft:oxidized_copper'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_oxidized_copper'}},"['##', '##']","{'count': 4, 'item': 'minecraft:waxed_oxidized_cut_copper'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_oxidized_cut_copper'},"[{'item': 'minecraft:oxidized_cut_copper'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_oxidized_cut_copper'}},['###'],"{'count': 6, 'item': 'minecraft:waxed_oxidized_cut_copper_slab'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_oxidized_cut_copper_slab'},"[{'item': 'minecraft:oxidized_cut_copper_slab'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_oxidized_cut_copper'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:waxed_oxidized_cut_copper_stairs'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_oxidized_cut_copper_stairs'},"[{'item': 'minecraft:oxidized_cut_copper_stairs'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_weathered_copper'},"[{'item': 'minecraft:weathered_copper'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_weathered_copper'}},"['##', '##']","{'count': 4, 'item': 'minecraft:waxed_weathered_cut_copper'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_weathered_cut_copper'},"[{'item': 'minecraft:weathered_cut_copper'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_weathered_cut_copper'}},['###'],"{'count': 6, 'item': 'minecraft:waxed_weathered_cut_copper_slab'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_weathered_cut_copper_slab'},"[{'item': 'minecraft:weathered_cut_copper_slab'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:waxed_weathered_cut_copper'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:waxed_weathered_cut_copper_stairs'}",
minecraft:crafting_shapeless,,,{'item': 'minecraft:waxed_weathered_cut_copper_stairs'},"[{'item': 'minecraft:weathered_cut_copper_stairs'}, {'item': 'minecraft:honeycomb'}]"
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:terracotta'}, 'S': {'item': 'minecraft:wayfinder_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:wayfinder_armor_trim_smithing_template'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:weathered_copper'}},"['##', '##']","{'count': 4, 'item': 'minecraft:weathered_cut_copper'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:weathered_cut_copper'}},['###'],"{'count': 6, 'item': 'minecraft:weathered_cut_copper_slab'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:weathered_cut_copper'}},"['#  ', '## ', '###']","{'count': 4, 'item': 'minecraft:weathered_cut_copper_stairs'}",
minecraft:crafting_shapeless,,,"{'count': 9, 'item': 'minecraft:wheat'}",[{'item': 'minecraft:hay_block'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:white_wool'}, '|': {'item': 'minecraft:stick'}}","['###', '###', ' | ']",{'item': 'minecraft:white_banner'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:white_wool'}, 'X': {'tag': 'minecraft:planks'}}","['###', 'XXX']",{'item': 'minecraft:white_bed'},
minecraft:crafting_shapeless,,,{'item': 'minecraft:white_candle'},"[{'item': 'minecraft:candle'}, {'item': 'minecraft:white_dye'}]"
minecraft:crafting_shaped,{'#': {'item': 'minecraft:white_wool'}},['##'],"{'count': 3, 'item': 'minecraft:white_carpet'}",
minecraft:crafting_shapeless,,,"{'count': 8, 'item': 'minecraft:white_concrete_powder'}","[{'item': 'minecraft:white_dye'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:sand'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}, {'item': 'minecraft:gravel'}]"
minecraft:crafting_shapeless,,,{'item': 'minecraft:white_dye'},[{'item': 'minecraft:bone_meal'}]
minecraft:crafting_shapeless,,,{'item': 'minecraft:white_dye'},[{'item': 'minecraft:lily_of_the_valley'}]
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass'}, 'X': {'item': 'minecraft:white_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:white_stained_glass'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:white_stained_glass'}},"['###', '###']","{'count': 16, 'item': 'minecraft:white_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:glass_pane'}, '$': {'item': 'minecraft:white_dye'}}","['###', '#$#', '###']","{'count': 8, 'item': 'minecraft:white_stained_glass_pane'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:terracotta'}, 'X': {'item': 'minecraft:white_dye'}}","['###', '#X#', '###']","{'count': 8, 'item': 'minecraft:white_terracotta'}",
minecraft:crafting_shaped,{'#': {'item': 'minecraft:string'}},"['##', '##']",{'item': 'minecraft:white_wool'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:diamond'}, 'C': {'item': 'minecraft:mossy_cobblestone'}, 'S': {'item': 'minecraft:wild_armor_trim_smithing_template'}}","['#S#', '#C#', '###']","{'count': 2, 'item': 'minecraft:wild_armor_trim_smithing_template'}",
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:planks'}}","['XX', 'X#', ' #']",{'item': 'minecraft:wooden_axe'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:planks'}}","['XX', ' #', ' #']",{'item': 'minecraft:wooden_hoe'},
minecraft:crafting_shaped,"{'#': {'item': 'minecraft:stick'}, 'X': {'tag': 'minecraft:planks'}}","['XXX', ' # ', ' # ']",{'item': 'minecraft:wooden_pickaxe'},
